nick,country,stats_link,teams,maps_played,rounds_played,kd_difference,kd_ratio,rating,total_kills,headshot_percentage,total_deaths,grenade_damage_per_round,kills_per_round,assists_per_round,deaths_per_round,teammate_saved_per_round,saved_by_teammate_per_round,kast,impact
Cabbi,Denmark,https://www.hltv.org//stats/players/16723/cabbi,"['MASONIC', 'Lyngby Vikings', 'AGF']",435,11597,-127,0.98,1.0,8085,55.7,8212,4.4,0.7,0.13,0.71,0.11,0.12,68.4,1.09
uli,Finland,https://www.hltv.org//stats/players/9818/uli,['KOVA'],560,15011,198,1.02,1.0,10203,48.7,10005,4.8,0.68,0.13,0.67,0.09,0.1,70.1,1.02
VINI,Brazil,https://www.hltv.org//stats/players/12822/vini,['FURIA'],955,24849,54,1.0,1.0,16583,48.8,16529,4.2,0.67,0.13,0.67,0.1,0.09,70.5,1.02
Vegi,Poland,https://www.hltv.org//stats/players/15204/vegi,"['Virtus.pro', 'PACT', 'Illuminar']",773,21111,-120,0.99,0.99,14720,47.5,14848,3.7,0.7,0.13,0.7,0.1,0.1,69.1,1.07
freddieb,Sweden,https://www.hltv.org//stats/players/9257/freddieb,"['Epsilon', 'GODSENT', 'Red Reserve']",1135,30119,180,1.01,0.99,20728,52.9,20548,4.2,0.69,0.14,0.68,0.09,0.09,68.8,1.07
MUTiRiS,Portugal,https://www.hltv.org//stats/players/630/mutiris,"['SAW', 'k1ck', 'Giants']",1201,31370,165,1.01,0.99,21614,50.7,21449,5.8,0.69,0.15,0.68,0.1,0.1,70.4,1.08
SEMPHIS,Canada,https://www.hltv.org//stats/players/1915/semphis,"['Splyce', 'TSM', 'Complexity']",848,21936,-33,1.0,0.99,15472,36.5,15505,3.1,0.71,0.14,0.71,0.1,0.1,68.6,1.02
dephh,United Kingdom,https://www.hltv.org//stats/players/7873/dephh,['Complexity'],768,20106,-232,0.98,0.99,14252,47.6,14484,4.9,0.71,0.16,0.72,0.11,0.1,69.1,1.16
DeathZz,Spain,https://www.hltv.org//stats/players/13093/deathzz,['Movistar Riders'],483,12896,133,1.02,0.99,8580,49.6,8447,3.4,0.67,0.13,0.66,0.09,0.1,70.4,0.95
magixx,Russia,https://www.hltv.org//stats/players/18317/magixx,['Spirit'],610,16094,273,1.03,0.99,10473,57.6,10200,3.6,0.65,0.11,0.63,0.1,0.1,71.6,0.98
robiin,Sweden,https://www.hltv.org//stats/players/7700/robiin,"['Endpoint', 'DenDD']",1502,40013,-52,1.0,0.99,27500,48.0,27552,8.6,0.69,0.17,0.69,0.11,0.1,70.8,1.07
YDNA,Australia,https://www.hltv.org//stats/players/12083/ydna,"['Breakaway', 'Funky Monkeys', 'Dark Sided']",435,11265,103,1.01,0.99,7636,38.9,7533,2.9,0.68,0.11,0.67,0.09,0.1,68.5,1.06
gMd,Canada,https://www.hltv.org//stats/players/12710/gmd,"['Rogue', 'FRENCH CANADIANS', 'LiViD', 'Spacestation']",464,12098,-47,0.99,0.99,8389,53.5,8436,3.5,0.69,0.14,0.7,0.11,0.11,70.2,1.06
ALEX,United Kingdom,https://www.hltv.org//stats/players/8184/alex,"['fnatic', 'LDLC', 'Vitality']",1162,30750,-372,0.98,0.99,21407,47.3,21779,3.5,0.7,0.13,0.71,0.1,0.09,67.4,1.09
markeloff,Ukraine,https://www.hltv.org//stats/players/338/markeloff,"['FlipSid3', 'HellRaisers']",1143,29624,488,1.03,0.99,19780,41.6,19292,5.0,0.67,0.15,0.65,0.08,0.09,69.0,0.96
xelos,Sweden,https://www.hltv.org//stats/players/5373/xelos,"['Lemondogs', 'Epsilon', 'AliGon']",431,11391,3,1.0,0.99,7845,48.4,7842,5.7,0.69,0.15,0.69,0.08,0.08,68.5,1.04
Puls3,United Kingdom,https://www.hltv.org//stats/players/7296/puls3,"['Endpoint', 'FMESPORTS']",436,11572,74,1.01,0.99,7860,43.3,7786,3.8,0.68,0.15,0.67,0.11,0.12,71.3,1.03
neptune,United States,https://www.hltv.org//stats/players/12101/neptune,"['Ghost', ""Bee's Money Crew"", 'Recon 5']",498,13218,-23,1.0,0.99,9091,55.4,9114,3.1,0.69,0.13,0.69,0.11,0.1,70.4,1.03
rbz,Australia,https://www.hltv.org//stats/players/9103/rbz,"['Paradox', 'Corvidae']",647,16903,138,1.01,0.99,11278,48.9,11140,4.3,0.67,0.13,0.66,0.09,0.1,69.3,0.96
BENDJI,Sweden,https://www.hltv.org//stats/players/8396/bendji,"['Singularity', 'DenDD']",878,23318,137,1.01,0.99,16055,32.5,15918,5.3,0.69,0.14,0.68,0.1,0.1,69.6,1.06
dukefissura,Kazakhstan,https://www.hltv.org//stats/players/19823/dukefissura,"['Unique', '100PG']",381,10223,-117,0.98,0.99,7230,60.7,7347,3.9,0.71,0.12,0.72,0.11,0.1,68.2,1.14
jaxi,Romania,https://www.hltv.org//stats/players/4726/jaxi,['Nexus'],472,12125,183,1.02,0.99,8103,40.5,7920,2.9,0.67,0.14,0.65,0.09,0.11,71.1,1.01
BARBARR,Sweden,https://www.hltv.org//stats/players/44/barbarr,"['Epsilon', 'x6tence Galaxy', 'Singularity']",876,23180,-20,1.0,0.99,15776,42.7,15796,3.9,0.68,0.13,0.68,0.09,0.09,68.2,1.07
kory,Hungary,https://www.hltv.org//stats/players/16495/kory,"['Sangal', 'Budapest Five', 'Salamander']",462,12291,-78,0.99,0.99,8572,54.5,8650,4.3,0.7,0.13,0.7,0.11,0.12,69.6,1.13
Dima,Russia,https://www.hltv.org//stats/players/8125/dima,"['Spirit', 'Espada']",1310,34466,-527,0.98,0.99,23782,52.5,24309,4.0,0.69,0.14,0.71,0.11,0.1,69.5,1.13
JIaYm,Russia,https://www.hltv.org//stats/players/19232/jiaym,"['HellRaisers', 'bankaPEPSI']",523,14183,-291,0.97,0.99,10080,52.5,10371,4.4,0.71,0.14,0.73,0.1,0.1,67.4,1.14
bubble,Bulgaria,https://www.hltv.org//stats/players/2799/bubble,"['Windigo', 'E-frag.net', 'Fiend']",2169,56914,715,1.02,0.99,37971,41.4,37256,5.0,0.67,0.15,0.65,0.1,0.1,70.9,1.02
ANGE1,Ukraine,https://www.hltv.org//stats/players/339/ange1,['HellRaisers'],1728,45027,-685,0.98,0.99,31392,51.3,32077,5.0,0.7,0.17,0.71,0.1,0.07,67.6,1.18
kaboose,United States,https://www.hltv.org//stats/players/10372/kaboose,"['Selfless', 'Vision']",549,14235,-305,0.97,0.99,10006,54.9,10311,2.4,0.7,0.12,0.72,0.11,0.11,68.3,1.09
facecrack,Russia,https://www.hltv.org//stats/players/8726/facecrack,"['forZe', 'PiTER']",1682,44893,-727,0.98,0.99,31273,48.4,32000,3.2,0.7,0.14,0.71,0.1,0.09,69.1,1.11
Drone,United States,https://www.hltv.org//stats/players/9130/drone,"['Splyce', 'Envy']",454,11841,-168,0.98,0.99,8164,61.8,8332,3.9,0.69,0.13,0.7,0.12,0.11,69.9,1.06
JACKZ,France,https://www.hltv.org//stats/players/284/jackz,"['G2', 'EnVyUs Academy', '3DMAX']",1054,27996,-100,0.99,0.99,18860,58.4,18960,3.4,0.67,0.13,0.68,0.1,0.1,70.5,1.06
krii,Latvia,https://www.hltv.org//stats/players/9291/krii,"['EPG', 'Wolsung']",398,10522,5,1.0,0.99,7051,49.0,7046,3.2,0.67,0.14,0.67,0.1,0.12,70.5,0.96
k1to,Germany,https://www.hltv.org//stats/players/12781/k1to,"['BIG', 'ALTERNATE aTTaX', 'Sprout']",1215,32305,-378,0.98,0.99,22039,57.9,22417,4.5,0.68,0.12,0.69,0.1,0.09,69.3,1.04
sXe,Romania,https://www.hltv.org//stats/players/10436/sxe,"['Nexus', 'XPC']",567,14684,-56,0.99,0.99,9901,42.9,9957,3.0,0.67,0.14,0.68,0.1,0.1,70.1,0.99
Dosia,Russia,https://www.hltv.org//stats/players/735/dosia,"['Gambit', 'HellRaisers']",1431,37517,293,1.01,0.99,25227,48.1,24934,5.5,0.67,0.15,0.66,0.08,0.08,68.2,0.95
morelz,Poland,https://www.hltv.org//stats/players/8324/morelz,"['PRIDE', 'Virtus.pro']",1057,28098,-242,0.99,0.99,19525,46.8,19734,3.3,0.69,0.14,0.7,0.09,0.09,68.3,1.07
realziN,Brazil,https://www.hltv.org//stats/players/16769/realzin,"['W7M', 'Sharks', 'FURIA Academy']",538,14256,59,1.01,0.99,9393,49.8,9334,5.8,0.66,0.14,0.65,0.11,0.09,72.5,1.02
vanity,United States,https://www.hltv.org//stats/players/12089/vanity,"['Chaos', 'eUnited', 'Gorilla Gang']",609,15688,80,1.01,0.99,10461,41.8,10381,4.6,0.67,0.13,0.66,0.1,0.09,70.8,1.05
fitch,Kazakhstan,https://www.hltv.org//stats/players/10052/fitch,"['AVANGAR', 'Tengri', 'Gambit']",574,15207,-210,0.98,0.99,10410,52.6,10620,4.9,0.68,0.15,0.7,0.09,0.08,68.2,1.1
larsen,Denmark,https://www.hltv.org//stats/players/7965/larsen,"['Tricked', 'Movistar Riders']",604,15968,151,1.01,0.99,10553,30.1,10402,4.2,0.66,0.1,0.65,0.09,0.07,68.0,1.03
gade,Denmark,https://www.hltv.org//stats/players/8875/gade,"['North', 'North Academy', 'OpTic']",964,25326,-128,0.99,0.99,16756,53.6,16884,3.6,0.66,0.12,0.67,0.1,0.1,69.8,1.01
SAGGERTON,Finland,https://www.hltv.org//stats/players/7529/saggerton,"['iGame.com', 'RCTIC', 'LGR']",540,14097,-231,0.98,0.99,9723,42.6,9954,4.6,0.69,0.15,0.71,0.11,0.1,68.8,1.1
rmn,Portugal,https://www.hltv.org//stats/players/2241/rmn,"['SAW', 'k1ck', 'Giants']",1095,28607,-49,1.0,0.99,19488,54.3,19537,3.6,0.68,0.13,0.68,0.1,0.11,70.2,1.04
jabbi,Denmark,https://www.hltv.org//stats/players/17956/jabbi,"['Copenhagen Flames', 'Singularity']",754,20232,81,1.01,0.99,13477,59.9,13396,4.4,0.67,0.11,0.66,0.1,0.1,70.0,1.0
gla1ve,Denmark,https://www.hltv.org//stats/players/7412/gla1ve,"['Astralis', 'CPH Wolves']",1642,43152,209,1.01,0.99,28596,46.4,28389,6.2,0.66,0.16,0.66,0.1,0.08,70.2,1.05
pesadelo,Brazil,https://www.hltv.org//stats/players/17553/pesadelo,"['TeamOne', 'RED Canids']",576,15041,-250,0.98,0.99,10344,44.4,10594,6.2,0.69,0.14,0.7,0.1,0.09,68.2,1.05
Lukki,Denmark,https://www.hltv.org//stats/players/8871/lukki,"['Tricked', 'AGF', 'Singularity']",893,23437,-9,1.0,0.99,15622,51.2,15631,3.0,0.67,0.13,0.67,0.12,0.12,71.6,0.98
AZR,Australia,https://www.hltv.org//stats/players/8082/azr,"['Renegades', '100 Thieves', 'EXTREMUM']",1093,28528,-175,0.99,0.99,19524,51.5,19699,3.9,0.68,0.14,0.69,0.11,0.11,70.3,1.0
Daffu,Denmark,https://www.hltv.org//stats/players/11996/daffu,"['ECSTATIC', 'Lyngby Vikings', 'Copenhagen Flames']",674,17998,164,1.01,0.99,11909,51.9,11745,4.7,0.66,0.13,0.65,0.12,0.13,71.8,0.97
ryotzz,Brazil,https://www.hltv.org//stats/players/13989/ryotzz,['W7M'],447,11613,-154,0.98,0.99,7922,37.2,8076,5.9,0.68,0.18,0.7,0.1,0.09,70.5,1.1
djay,Canada,https://www.hltv.org//stats/players/12102/djay,"['Party Astronauts', 'New England Whalers']",814,21042,-99,0.99,0.99,14279,48.1,14378,4.0,0.68,0.14,0.68,0.11,0.11,70.6,1.0
J1rah,Australia,https://www.hltv.org//stats/players/12593/j1rah,"['ORDER', 'Breakaway']",782,20288,-14,1.0,0.99,13457,46.1,13471,4.6,0.66,0.13,0.66,0.1,0.08,69.7,1.03
Jonji,Canada,https://www.hltv.org//stats/players/12113/jonji,"['Bad News Bears', 'Rise Nation', 'Chaos']",1048,26854,-429,0.98,0.99,18738,40.8,19167,6.6,0.7,0.17,0.71,0.11,0.08,70.4,1.19
Furlan,Poland,https://www.hltv.org//stats/players/8327/furlan,['AGO'],2071,55137,-574,0.98,0.99,37359,53.0,37933,5.2,0.68,0.14,0.69,0.1,0.09,69.5,1.09
DAVEY,Canada,https://www.hltv.org//stats/players/8508/davey,"['Splyce', 'Mythic', 'Spacestation']",800,20694,-283,0.98,0.99,14126,41.3,14409,2.8,0.68,0.14,0.7,0.08,0.08,68.1,1.04
WOOD7,Brazil,https://www.hltv.org//stats/players/14390/wood7,"['MIBR', 'Bravos', 'RED Canids']",539,14068,317,1.04,0.98,9188,30.5,8871,5.9,0.65,0.12,0.63,0.08,0.08,70.7,0.98
bodyy,France,https://www.hltv.org//stats/players/8374/bodyy,"['G2', 'DBL PONEY', 'LDLC']",1297,34380,-255,0.99,0.98,23116,56.2,23371,4.5,0.67,0.15,0.68,0.11,0.09,69.8,1.06
stellar,United States,https://www.hltv.org//stats/players/13177/stellar,"['Party Astronauts', 'Vireo.pro', 'Divine', 'AA']",427,10968,26,1.0,0.98,7396,45.7,7370,4.3,0.67,0.13,0.67,0.1,0.1,71.3,0.98
Xizt,Sweden,https://www.hltv.org//stats/players/884/xizt,"['NIP', 'fnatic']",1665,42830,507,1.02,0.98,28491,46.8,27984,5.0,0.67,0.17,0.65,0.1,0.1,69.6,0.88
RUBINO,Norway,https://www.hltv.org//stats/players/1485/rubino,"['Dignitas', 'Nordavind', 'LGB']",998,26140,-170,0.99,0.98,17632,52.5,17802,2.3,0.67,0.13,0.68,0.1,0.09,69.2,0.97
AdreN,Kazakhstan,https://www.hltv.org//stats/players/334/adren,"['Gambit', 'HellRaisers', 'K23']",1767,46454,-217,0.99,0.98,31357,48.8,31574,5.3,0.68,0.15,0.68,0.08,0.07,68.5,1.05
apocdud,Australia,https://www.hltv.org//stats/players/12872/apocdud,"['VERTEX', 'Chiefs', 'Genuine']",726,18826,-62,1.0,0.98,12712,36.9,12774,5.5,0.68,0.14,0.68,0.11,0.1,69.1,1.07
bew,United States,https://www.hltv.org//stats/players/16318/bew,"['New England Whalers', 'High Coast', 'Yeah']",376,10079,-57,0.99,0.98,6854,50.7,6911,6.4,0.68,0.15,0.69,0.11,0.11,70.5,1.03
ryann,United States,https://www.hltv.org//stats/players/12088/ryann,"['Singularity', 'Swole Patrol', 'Envy', 'Gorilla Gang']",697,17857,-269,0.98,0.98,12192,55.1,12461,3.0,0.68,0.12,0.7,0.12,0.1,69.7,1.07
Zix,Bulgaria,https://www.hltv.org//stats/players/13992/zix,['Bpro'],400,10329,-166,0.98,0.98,7076,54.4,7242,4.4,0.69,0.14,0.7,0.12,0.11,70.0,1.05
NickelBack,Russia,https://www.hltv.org//stats/players/11498/nickelback,"['Entropiq', 'pro100', 'Winstrike']",1353,35983,-34,1.0,0.98,23867,39.8,23901,6.3,0.66,0.16,0.66,0.11,0.1,71.4,1.0
DeadFox,Hungary,https://www.hltv.org//stats/players/8716/deadfox,['HellRaisers'],807,21060,-54,1.0,0.98,13856,38.4,13910,3.5,0.66,0.13,0.66,0.1,0.11,69.8,0.98
isak,Sweden,https://www.hltv.org//stats/players/17937/isak,"['GamerLegion', 'Lilmix']",577,15635,-29,1.0,0.98,10279,49.9,10308,5.1,0.66,0.13,0.66,0.09,0.09,69.9,0.98
NEKIZ,Brazil,https://www.hltv.org//stats/players/9482/nekiz,"['paiN', 'Luminosity']",946,24853,-225,0.99,0.98,16791,48.0,17016,3.9,0.68,0.13,0.68,0.1,0.1,69.9,1.06
Perfecto,Russia,https://www.hltv.org//stats/players/16947/perfecto,"['Natus Vincere', 'Syman']",683,18051,383,1.04,0.98,11255,46.7,10872,4.4,0.62,0.13,0.6,0.09,0.09,73.0,0.88
zende,Sweden,https://www.hltv.org//stats/players/5045/zende,"['DenDD', 'Property']",397,10444,-1,1.0,0.98,7064,47.7,7065,3.4,0.68,0.13,0.68,0.09,0.11,70.3,1.02
bq,Sweden,https://www.hltv.org//stats/players/17936/bq,['Lilmix'],395,10650,-196,0.97,0.98,7291,53.1,7487,3.3,0.68,0.13,0.7,0.09,0.08,68.4,1.05
chop,United States,https://www.hltv.org//stats/players/19705/chop,"['Carpe Diem', 'RBG', 'Kinship']",419,11175,-70,0.99,0.98,7451,52.6,7521,5.1,0.67,0.13,0.67,0.1,0.11,69.3,0.98
raalz,Denmark,https://www.hltv.org//stats/players/2898/raalz,"['Sprout', 'Lyngby Vikings', 'Ambush']",875,23616,-221,0.99,0.98,15684,58.2,15905,5.0,0.66,0.12,0.67,0.1,0.11,70.2,1.01
anger,United States,https://www.hltv.org//stats/players/7438/anger,"['Mythic', 'Winterfox', 'Denial', 'Luminosity']",682,17700,-229,0.98,0.98,12065,50.9,12294,3.5,0.68,0.14,0.69,0.1,0.1,69.5,1.0
Spiidi,Germany,https://www.hltv.org//stats/players/7499/spiidi,"['Sprout', 'MOUZ']",2021,53639,165,1.0,0.98,34932,40.4,34767,5.1,0.65,0.15,0.65,0.09,0.09,70.3,0.93
Llamas,Australia,https://www.hltv.org//stats/players/16529/llamas,"['Ground Zero', 'Breakaway', 'SYF']",451,11530,-25,1.0,0.98,7596,49.1,7621,3.3,0.66,0.12,0.66,0.1,0.11,70.6,0.92
doto,Finland,https://www.hltv.org//stats/players/9819/doto,"['HAVU', 'ENCE']",648,17287,-184,0.98,0.98,11512,54.8,11696,4.5,0.67,0.14,0.68,0.09,0.09,68.6,1.05
tifa,Brazil,https://www.hltv.org//stats/players/9480/tifa,"['Imperial', 'BigGods', 'Keyd']",407,10476,-109,0.98,0.98,7090,45.7,7199,3.6,0.68,0.14,0.69,0.09,0.1,68.3,1.04
sinnopsyy,Kosovo,https://www.hltv.org//stats/players/18120/sinnopsyy,"['BLINK', 'Secret']",607,16310,-437,0.96,0.98,11294,57.3,11731,5.4,0.69,0.13,0.72,0.08,0.07,66.3,1.11
kwezz,Denmark,https://www.hltv.org//stats/players/13170/kwezz,['Tricked'],596,15981,-108,0.99,0.98,10455,55.4,10563,4.6,0.65,0.11,0.66,0.09,0.09,68.4,0.93
SHOOWTiME,Brazil,https://www.hltv.org//stats/players/9220/shoowtime,"['Luminosity', 'Imperial', 'Tempo Storm']",967,25003,-270,0.98,0.98,16940,45.4,17210,4.3,0.68,0.13,0.69,0.11,0.1,69.3,1.06
Boombl4,Russia,https://www.hltv.org//stats/players/11840/boombl4,"['Natus Vincere', 'Winstrike', 'Quantum Bellator Fire']",1073,28421,-391,0.98,0.98,18991,41.6,19382,4.6,0.67,0.14,0.68,0.09,0.08,68.8,1.09
BIT,Brazil,https://www.hltv.org//stats/players/555/bit,"['TeamOne', '9z', 'Não Tem Como']",727,18792,64,1.01,0.98,12295,48.2,12231,5.6,0.65,0.15,0.65,0.11,0.09,71.6,1.02
wiz,United States,https://www.hltv.org//stats/players/17930/wiz,"['Carpe Diem', 'RBG']",461,12256,43,1.01,0.98,7991,28.7,7948,4.3,0.65,0.1,0.65,0.09,0.09,68.8,0.97
syken,Germany,https://www.hltv.org//stats/players/8000/syken,"['expert', 'EURONICS']",413,10832,-248,0.97,0.98,7450,57.8,7698,3.3,0.69,0.12,0.71,0.11,0.11,68.4,1.03
Radifaction,Norway,https://www.hltv.org//stats/players/13148/radifaction,"['Secret', 'Nordavind', 'NoChance', 'Apeks']",506,13559,-157,0.98,0.98,9133,49.9,9290,3.4,0.67,0.13,0.69,0.09,0.09,68.9,1.03
jnt,Brazil,https://www.hltv.org//stats/players/11747/jnt,['Sharks'],628,16249,137,1.01,0.98,10397,35.6,10260,4.1,0.64,0.11,0.63,0.09,0.09,70.7,0.97
prt,Brazil,https://www.hltv.org//stats/players/10827/prt,"['TeamOne', 'DETONA']",732,18994,-110,0.99,0.98,12697,53.3,12807,3.0,0.67,0.13,0.67,0.11,0.11,69.8,0.99
niki1,Bulgaria,https://www.hltv.org//stats/players/8917/niki1,"['FATE', 'Bpro', 'Outlaws']",1020,26614,-320,0.98,0.98,17850,48.8,18170,6.7,0.67,0.16,0.68,0.1,0.09,70.1,1.06
BURNRUOk,Australia,https://www.hltv.org//stats/players/9636/burnruok,"['Ground Zero', 'Grayhound', 'Immunity']",860,22168,-518,0.97,0.98,15228,50.7,15746,3.7,0.69,0.14,0.71,0.09,0.08,67.8,1.13
Sergiz,Ukraine,https://www.hltv.org//stats/players/12244/sergiz,"['CR4ZY', 'Project X', 'Akuma', 'Windigo Academy']",456,12110,86,1.01,0.98,7819,52.1,7733,5.1,0.65,0.13,0.64,0.08,0.09,70.3,0.94
DeStRoYeR,China,https://www.hltv.org//stats/players/10192/destroyer,"['Invictus', 'EHOME', 'BOOT']",583,15410,-164,0.98,0.98,10479,42.2,10643,2.7,0.68,0.12,0.69,0.09,0.09,69.1,1.04
PERCY,Denmark,https://www.hltv.org//stats/players/5061/percy,"['Secret', 'Sprout', 'Tricked']",1030,27376,-400,0.98,0.98,18369,58.5,18769,4.2,0.67,0.12,0.69,0.09,0.09,67.8,1.02
Fadey,South Africa,https://www.hltv.org//stats/players/10611/fadey,"['ATK', 'Bravado']",659,16952,-533,0.96,0.97,11737,55.0,12270,3.6,0.69,0.13,0.72,0.11,0.1,67.6,1.11
blocker,Bulgaria,https://www.hltv.org//stats/players/10697/blocker,"['Windigo', 'FATE', 'Bpro']",864,22973,-511,0.97,0.97,15729,49.3,16240,4.9,0.68,0.15,0.71,0.11,0.12,70.0,1.06
RUSH,United States,https://www.hltv.org//stats/players/7805/rush,"['Cloud9', 'Complexity', 'OpTic']",1413,36954,-371,0.99,0.97,24435,47.3,24806,3.9,0.66,0.15,0.67,0.11,0.1,71.7,0.97
SPELLAN,Bulgaria,https://www.hltv.org//stats/players/11217/spellan,"['SKADE', 'Outlaws', 'Windigo', 'Epsilon']",1432,37492,-231,0.99,0.97,24610,39.6,24841,5.4,0.66,0.13,0.66,0.08,0.08,68.9,1.01
RpK,France,https://www.hltv.org//stats/players/7169/rpk,"['Vitality', 'Envy', 'Titan', 'G2']",1499,39100,-617,0.98,0.97,26056,50.7,26673,2.9,0.67,0.13,0.68,0.11,0.11,70.4,0.96
ZEDKO,Czech Republic,https://www.hltv.org//stats/players/8488/zedko,"['SINNERS', 'eXtatus']",1093,28958,-236,0.99,0.97,19114,52.5,19350,4.3,0.66,0.13,0.67,0.1,0.09,70.5,1.01
mono,Poland,https://www.hltv.org//stats/players/9916/mono,"['x-kom', 'Illuminar', 'Izako Boars']",662,17680,-17,1.0,0.97,11640,44.6,11657,5.7,0.66,0.13,0.66,0.07,0.09,69.9,0.92
FinigaN,Russia,https://www.hltv.org//stats/players/17305/finigan,['Espada'],496,13338,84,1.01,0.97,8523,50.5,8439,4.5,0.64,0.12,0.63,0.1,0.1,71.4,0.94
Keoz,Belgium,https://www.hltv.org//stats/players/15117/keoz,"['Syman', 'LDLC', 'K23']",808,21520,-582,0.96,0.97,14589,54.8,15171,4.9,0.68,0.13,0.7,0.1,0.09,68.0,1.07
leman,Poland,https://www.hltv.org//stats/players/8539/leman,['AGO'],479,12923,-137,0.98,0.97,8483,51.4,8620,4.0,0.66,0.13,0.67,0.1,0.12,70.3,0.96
jmqa,Russia,https://www.hltv.org//stats/players/8368/jmqa,"['Quantum Bellator Fire', 'PiTER', 'EPG']",922,24189,-273,0.98,0.97,16152,51.0,16425,4.4,0.67,0.13,0.68,0.09,0.08,68.1,1.0
Queenix,Denmark,https://www.hltv.org//stats/players/13749/queenix,"['MASONIC', 'x6tence', 'Copenhagen Flames', 'Singularity']",439,11777,-67,0.99,0.97,7553,56.4,7620,4.8,0.64,0.12,0.65,0.11,0.11,71.2,0.94
propleh,Russia,https://www.hltv.org//stats/players/14055/propleh,"['1WIN', 'Monolith', 'Spartak']",387,10295,-102,0.99,0.97,6836,49.2,6938,4.3,0.66,0.14,0.67,0.1,0.11,70.6,0.99
oskarish,Poland,https://www.hltv.org//stats/players/8321/oskarish,"['x-kom', 'Illuminar', 'AGO']",1026,27320,-290,0.98,0.97,17879,50.4,18172,4.2,0.65,0.13,0.66,0.1,0.1,69.8,0.98
RuStY,Sweden,https://www.hltv.org//stats/players/10784/rusty,"['GamerLegion', 'Singularity', 'Red Reserve']",1284,34707,-361,0.98,0.97,22965,53.0,23326,4.4,0.66,0.13,0.67,0.1,0.1,70.5,0.99
Marek,Taiwan,https://www.hltv.org//stats/players/8598/marek,"['EHOME', 'After']",403,10585,-130,0.98,0.97,6980,52.0,7110,3.6,0.66,0.13,0.67,0.09,0.1,70.0,0.98
seb,United States,https://www.hltv.org//stats/players/3886/seb,"['Ghost', 'New Identity', ""Bee's Money Crew""]",603,15586,-224,0.98,0.97,10456,45.5,10680,4.1,0.67,0.15,0.69,0.11,0.11,70.3,0.99
kUcheR,Russia,https://www.hltv.org//stats/players/302/kucher,"['HellRaisers', 'Virtus.pro']",852,22314,-145,0.99,0.97,14944,44.0,15089,2.6,0.67,0.15,0.68,0.1,0.1,70.0,0.99
stk,Thailand,https://www.hltv.org//stats/players/12129/stk,"['Beyond', 'Signature', 'Alpha Red']",591,15136,-223,0.98,0.97,10034,42.0,10257,3.0,0.66,0.15,0.68,0.13,0.11,72.1,1.0
ELUSIVE,South Africa,https://www.hltv.org//stats/players/8446/elusive,['Bravado'],397,10059,56,1.01,0.97,6410,43.9,6354,3.6,0.64,0.14,0.63,0.1,0.11,70.7,0.89
ice,Kazakhstan,https://www.hltv.org//stats/players/17792/ice,"['Unique', '100PG']",430,11515,-241,0.97,0.97,7708,58.1,7949,3.5,0.67,0.12,0.69,0.11,0.12,68.6,1.0
SOKER,Spain,https://www.hltv.org//stats/players/7388/soker,"['Movistar Riders', 'x6tence', 'k1ck']",642,16858,-424,0.96,0.97,11465,42.5,11889,2.8,0.68,0.15,0.71,0.12,0.11,69.7,1.07
DEVIL,France,https://www.hltv.org//stats/players/8569/devil,"['LDLC', 'Envy', 'LDLC White', '3DMAX']",636,16582,-291,0.97,0.97,11006,48.2,11297,3.7,0.66,0.13,0.68,0.1,0.09,69.2,0.99
seized,Russia,https://www.hltv.org//stats/players/3347/seized,['Natus Vincere'],1507,39658,-592,0.98,0.97,26348,45.8,26940,5.4,0.66,0.15,0.68,0.08,0.07,67.2,0.97
MAIROLLS,Thailand,https://www.hltv.org//stats/players/10666/mairolls,"['Alpha Red', 'Beyond', 'NSPR']",495,12791,-213,0.98,0.97,8516,49.1,8729,3.5,0.67,0.13,0.68,0.1,0.1,70.5,0.97
Drea3er,China,https://www.hltv.org//stats/players/11161/drea3er,"['New4', 'FIVE', 'BTRG']",402,10308,-311,0.96,0.97,6976,53.9,7287,2.6,0.68,0.13,0.71,0.09,0.1,68.4,1.03
PKL,Brazil,https://www.hltv.org//stats/players/6593/pkl,"['paiN', 'Luminosity', 'Wild']",1117,29211,-425,0.98,0.97,19174,51.9,19599,4.0,0.66,0.14,0.67,0.1,0.09,70.2,1.02
gabesson,Hungary,https://www.hltv.org//stats/players/7925/gabesson,"['GameAgents', 'volgare']",441,11654,-264,0.97,0.97,7943,42.1,8207,4.6,0.68,0.16,0.7,0.11,0.11,69.4,1.0
Sapec,Sweden,https://www.hltv.org//stats/players/15569/sapec,['Young Ninjas'],426,11413,-360,0.96,0.97,7729,52.7,8089,5.6,0.68,0.14,0.71,0.1,0.09,68.6,1.11
Mayker,Australia,https://www.hltv.org//stats/players/14957/mayker,"['Genuine', 'Chiefs', 'Surge']",433,11216,-220,0.97,0.97,7380,49.1,7600,4.6,0.66,0.13,0.68,0.1,0.1,69.1,0.95
TMB,Denmark,https://www.hltv.org//stats/players/11995/tmb,"['MAD Lions', 'AGF', 'Copenhagen Flames']",685,18224,-407,0.97,0.97,12110,47.3,12517,7.5,0.66,0.16,0.69,0.1,0.09,69.0,1.08
